head,tail,sentence,time,head_code,tail_code,label,relation,src
西藏珠峰,蓝晓科技,【西藏珠峰：拟与蓝晓科技签订6.5亿元吸附设备供货合同】西藏珠峰(600338)2月21日晚间公告，公司拟和蓝晓科技签订蓝晓吸附设备供货合同，合同总价6.5亿元；公司拟和启迪清源签订启迪BOT合同，合同总价16亿元,2022-02-21 18:46:40,600338.SH,300487.SZ,0,合作,eastmoney
西藏珠峰,中国电建,云财经讯，记者获悉，11月22日，西藏珠峰与中国电建集团国际工程有限公司签署战略合作框架协议，以有效推动双方在国际市场的合作,2021-11-24 09:55:17,600338.SH,601669.SH,1,合作,10jqka
西藏珠峰,中国电建,11月22日，西藏珠峰与中国电建集团国际工程有限公司签署战略合作框架协议，以有效推动双方在国际市场的合作,2021-11-24 09:56:00,600338.SH,601669.SH,0,合作,yuncaijing
山东高速,中国石化,山东高速集团表示，该加氢站由山东高速服务开发集团与中国石化山东石油分公司合作建设，总占地面积1640平方米，建有两台双枪加氢机，设计加注规模500千克/12小时，可向高速公路通行车辆提供优质的加氢服务,2021-11-19 10:34:52,600350.SH,600028.SH,1,合作,10jqka
盘江股份,金种子酒,在白酒股方面，盘江股份、金种子酒涨停，其中，金种子酒连续三个交易日实现涨停,2022-02-18 12:40:37,600395.SH,600199.SH,1,同涨,eastmoney
华鲁恒升,新华制药,【华鲁恒升：与新华制药续签日常关联交易】华鲁恒升公告，与新华制药续签日常关联交易，继续向新华制药及/或其附属公司直接提供醋酸、醋酐等化工原料，预计2022年、2023年、2024年持续关联交易交易额将分别不超过2.57亿元、2.34亿元及2.34亿元,2021-11-23 16:20:10,600426.SH,000756.SZ,1,供应,yuncaijing
博通股份,美吉姆,教育板块持续拉升，豆神教育涨近5%，博通股份、美吉姆、科德教育跟涨,2021-12-21 09:57:00,600455.SH,002621.SZ,1,同涨,yuncaijing
蓝光发展,靖远煤电,涨停股中，从收盘涨停板封单量来看，蓝光发展最受追捧，收盘涨停板封单有5697.08万股；其次是金山股份、靖远煤电等，涨停板封单分别有4725.44万股、3288.04万股,2021-12-16 15:35:43,600466.SH,000552.SZ,1,同涨,eastmoney
蓝光发展,中交地产,指数早盘走势分化，沪指涨0.41%，创业板指低位震荡，元宇宙、景点及旅游等多板块活跃，地产股延续昨日火热情绪，蓝光发展、中交地产等20股触及涨停，烟草、白酒概念走弱，盐湖提锂板块跌幅居前，三市个股涨多跌少，仅半日超百家个股涨停，赚钱效...,2021-12-21 11:30:00,600466.SH,000736.SZ,1,同涨,yuncaijing
科力远,长安汽车,【科力远：控股子公司拟向长安汽车转让专利权】科力远公告，公司控股子公司科力远混合动力技术有限公司拟以8549.2万元的价格转让其所持有的15项专利技术的专利权给长安汽车，具体包括10项电池包技术、4项整车控制技术和1项变速箱技术,2021-12-23 18:13:36,600478.SH,000625.SZ,0,供应,yuncaijing
双良节能,天合光能,双良节能：全资子公司双良硅材料（包头）有限公司与天合光能签订《单晶硅片采购框架合同》，合同约定2022年至2024年天合光能预计向子公司采购单晶硅片18.92亿片，预计销售金额总计为159.5亿元,2022-02-14 16:58:00,600481.SH,688599,1,合作,eastmoney
双良节能,天合光能,云财经讯，双良节能：全资子公司双良硅材料（包头）有限公司与天合光能签订《单晶硅片采购框架合同》，合同约定2022年至2024年天合光能预计向子公司采购单晶硅片18.92亿片，预计销售金额总计为159.5亿元,2022-02-14 16:58:01,600481.SH,688599,0,合作,yuncaijing
中国动力,中国船舶,中国动力官微消息，近日，中国船舶集团旗下中国动力子公司风帆公司成功签约300余辆某型号无人车供电系统电源订单，这是公司首次签下的批量无人车产品电源业务订单,2022-02-18 10:54:00,600482.SH,600150.SH,0,上级,eastmoney
龙元建设,上海建工,龙元建设公告，公司全资子公司大地钢构近日与上海建工集团股份有限公司签署了钢结构分包合同,2021-12-23 18:20:00,600491.SH,600170,1,合作,yuncaijing
龙元建设,明新旭腾,云财经讯，证监会公告，龙元建设股份有限公司、明新旭腾新材料股份有限公司、天津友发钢管集团股份有限公司发行可转债事项1月24日上会,2022-01-20 18:38:10,600491.SH,605068,0,同行,10jqka
西昌电力,江苏新能,电力板块拉升回暖，金山股份、晋控电力涨停，华电能源、西昌电力、江苏新能跟涨,2021-12-14 09:54:00,600505.SH,603693.SH,1,同涨,yuncaijing
ST康美,紫鑫药业,涨停股中，从收盘涨停板封单量来看，汇通集团最受追捧，收盘涨停板封单有2.51亿股；其次是*ST康美、紫鑫药业等，涨停板封单分别有7037.48万股、2473.29万股,2022-01-04 15:28:00,600518.SH,002118.SZ,1,同涨,eastmoney
贵州茅台,五粮液,沪指午后拉升站上3600点，白酒股持续走强，贵州茅台涨超3.5％，五粮液涨超5％,2021-11-24 13:46:34,600519.SH,000858.SZ,1,同涨,10jqka
贵州茅台,宁德时代,从行业配置看，基金四季度对制造业整体配置市值最高，第一重仓股仍是贵州茅台，其次为锂电池龙头宁德时代,2022-01-23 18:19:00,600519.SH,300750.SZ,0,同行,yuncaijing
贵州茅台,宁德时代,【贵州茅台重回公募基金头号重仓股】刚刚披露完毕的2021年基金四季报显示，截至去年底，贵州茅台超过宁德时代，重回公募基金头号重仓股,2022-01-24 20:25:02,600519.SH,300750.SZ,1,竞争,eastmoney
贵州茅台,宁德时代,天相投顾统计数据显示，基金重仓持有贵州茅台的市值合计为1219.6亿元，超过了宁德时代的1199.6亿元，贵州茅台以微弱优势重新成为“公募最爱”,2022-01-24 20:25:02,600519.SH,300750.SZ,0,竞争,eastmoney
贵州茅台,宁德时代,贵州茅台超过宁德时代，重回公募基金头号重仓股,2022-01-25 17:10:52,600519.SH,300750.SZ,1,竞争,yuncaijing
山东黄金,中国黄金,港股黄金板块走高，山东黄金涨超5%，招金矿业涨近5%，中国黄金国际跟涨,2022-02-24 14:12:00,600547.SH,600916,1,同涨,eastmoney
祥源文化,太平洋证券,祥源文化公告，公司收到太平洋证券发来的《简式权益变动报告书》，太平洋证券通过司法拍卖取得公司无限售流通股2766.12万股，持有公司股份比例从2%增加至6.47%，成为公司持股5%以上股东,2021-12-09 19:45:00,600576.SH,601099.SH,1,被增持,10jqka
卧龙电驱,金风科技,卧龙电驱官微消息，日前，由卧龙电驱大型驱动事业群自主研发的首台永磁直驱风力发电机已成功完成各项试验，并通过了金风科技的出厂验收，顺利发往客户现场,2021-12-24 16:20:00,600580.SH,002202.SZ,1,供应,10jqka
长电科技,通富微电,华为海思概念股持续拉升，赛微电子涨近5%，数码视讯、长电科技、通富微电跟涨,2021-11-22 09:54:00,600584.SH,002156.SZ,1,同涨,eastmoney
海螺水泥,金隅集团,港股建材水泥股走低，华润水泥控股跌近4%，海螺水泥跌超3%，金隅集团、亚洲水泥跌超2%,2021-12-10 13:10:44,600585,601992.SH,1,同跌,10jqka
飞乐音响,华鑫股份,飞乐音响：协议转让上海华鑫股份有限公司6%股份获得国有资产监督管理有权机构批复,2021-11-23 15:58:00,600651.SH,600621.SH,0,减持,eastmoney
福耀玻璃,赣锋锂业,港股特斯拉概念股走高，力劲科技涨近5%，耐世特涨超3%，福耀玻璃、赣锋锂业跟涨,2021-11-29 11:14:00,600660.SH,002460.SZ,1,同涨,10jqka
福耀玻璃,比亚迪,云财经讯，1月7日电，港股特斯拉概念股走高，敏实集团涨近8%，福耀玻璃涨超3%，比亚迪电子涨近3%，亿和控股跟涨,2022-01-07 10:11:53,600660.SH,002594.SZ,1,同涨,eastmoney
福耀玻璃,比亚迪,港股特斯拉概念股走高，敏实集团涨近6%，福耀玻璃涨超5%，比亚迪电子涨超4%，雅迪控股涨近3%,2022-01-10 11:17:00,600660.SH,002594.SZ,1,同涨,10jqka
福耀玻璃,比亚迪,港股特斯拉概念股走高，福耀玻璃涨超3%，比亚迪股份、比亚迪电子、敏实集团涨近3%，耐世特涨超2%,2022-02-09 09:59:00,600660.SH,002594.SZ,1,同涨,10jqka
福耀玻璃,恩捷股份,大摩看好Rivian市场吸引力，予目标价147美元；富瑞予药明生物目标价200港元，续列为首选股；麦格理：资源股首选中铝、福耀玻璃、中国建材、鞍钢及恩捷股份；小摩维持Peloton增持评级，目标价50美元,2022-02-09 16:50:31,600660.SH,002812.SZ,1,同行,10jqka
福耀玻璃,福莱特,港股光伏太阳能板块走高，福耀玻璃涨超5%，福莱特玻璃、北控清洁能源集团涨近3%，信义光能、信义能源涨超2%,2022-01-10 10:34:00,600660.SH,601865.SH,1,同涨,yuncaijing
舍得酒业,口子窖,此前，舍得酒业、习酒、口子窖等白酒品牌先后宣布提价,2021-12-25 09:27:00,600702.SH,603589.SH,1,同行,yuncaijing
舍得酒业,口子窖,此前，舍得酒业、习酒、口子窖等白酒品牌先后宣布提价,2021-12-25 09:27:00,600702.SH,603589.SH,0,同行,eastmoney
天津港,青岛港,云财经讯，12月14日电，为推动上海国际航运中心和中国（上海）自由贸易试验区临港新片区建设，根据我国相关法律法规和《国务院关于同意在中国（上海）自由贸易试验区临港新片区暂时调整实施有关行政法规规定的批复》，经交通运输部批准，允许符合条件的境外国际集装箱班轮公司的非五星旗国际航行船舶开展大连港、天津港、青岛港与上海港洋山港区之间，以上海港洋山港区为国际中转港的外贸集装箱沿海捎带业务试点，试点期限至2024年12月31日,2021-12-14 17:48:33,600717.SH,601298.SH,1,同行,10jqka
中国海防,贵州茅台,指数午后持续走弱，创业板指跌近1.5%，机场航运、新冠检测、盐湖提锂等多板块持续活跃，中船系全天走高，中国海防触及涨停，农业种植、元宇宙概念持续走弱，白酒概念大幅回调，贵州茅台一度跌近5%，三市个股跌多涨少，涨停股近80家，赚钱效应偏弱,2021-12-29 15:00:00,600764.SH,600519.SH,0,同涨,yuncaijing
中储股份,中国电建,云财经讯，2月15日，中储股份党委书记、董事长梁伟华与中国电建集团城市院董事长陈万涛举行会谈，双方就开展业务合作进行了交流,2022-02-18 09:07:12,600787.SH,601669.SH,1,合作,yuncaijing
中储股份,中国电建,2月15日，中储股份党委书记、董事长梁伟华与中国电建集团城市院董事长陈万涛举行会谈，双方就开展业务合作进行了交流,2022-02-18 09:08:00,600787.SH,601669.SH,0,合作,10jqka
浙大网新,南京银行,云财经讯，从浙大网新(600797)了解到，近日，浙大网新旗下子公司恒天软件成功中标南京银行金融市场智能交易系统建设项目，在构建金融市场智能化交易管理系统，实现一站式智能交易管理与风控的道路上又迈出了坚实的一步,2021-12-24 14:41:14,600797.SH,601009.SH,1,供应,eastmoney
华新水泥,上峰水泥,（4）受益于基建投资回暖的水泥行业区域龙头华新水泥、上峰水泥,2021-12-28 08:23:16,600801.SH,000672.SZ,0,同行,yuncaijing
内蒙华电,吉电股份,电力板块异动拉升，物产环能、金山股份涨停，内蒙华电、吉电股份跟涨,2021-12-17 09:35:00,600863.SH,000875.SZ,1,同涨,10jqka
东方电气,金风科技,港股风电板块持续走高，东方电气涨超8%，大唐新能源涨近7%，龙源电力涨近4%，新天绿色能源涨超3%，金风科技涨近3%,2021-11-29 10:47:00,600875.SH,002202.SZ,1,同涨,10jqka
东方电气,金风科技,港股风电股持续走低，华润电力跌超11%，东方电气跌超6%，金风科技跌近6%，大唐新能源、协合新能源跌近5%，龙源电力、新天绿色能源跌近4%,2022-01-04 14:21:26,600875.SH,002202.SZ,1,同跌,yuncaijing
东方电气,上海电气,港股核电核能股普涨，中广核矿业(01164.HK)涨近6%，东方电气(01072.HK)涨超5%，上海电气(02727.HK)跟涨,2022-01-06 13:42:54,600875.SH,601727.SH,1,同涨,10jqka
洛阳玻璃,福莱特,港股光伏太阳能板块走高，洛阳玻璃股份涨超5%，信义玻璃涨近5%，福莱特玻璃涨超4%，信义光能涨超3%,2021-12-13 09:49:00,600876.SH,601865.SH,1,同涨,yuncaijing
洛阳玻璃,福莱特,港股光伏太阳能板块午后走低，保利协鑫能源(03800.HK)跌7.75%，新特能源(01799.HK)跌5.28%，洛阳玻璃(01108.HK)跌近5%，福莱特玻璃(06865.HK)跌超3%,2021-12-17 14:23:15,600876.SH,601865.SH,1,同跌,yuncaijing
洛阳玻璃,福莱特,港股碳中和概念股走高，洛阳玻璃股份涨超10%，大唐新能源涨超7%，福莱特玻璃涨超5%,2021-12-30 10:36:00,600876.SH,601865.SH,1,同涨,10jqka
洛阳玻璃,福莱特,港股光伏太阳能板块走高，洛阳玻璃股份涨近6%，协鑫新能源涨超4%，福莱特玻璃、保利协鑫能源涨超3%，新特能源涨近2%,2022-02-24 10:20:00,600876.SH,601865.SH,1,同涨,10jqka
杉杉股份,宏润建设,杉杉股份拟以其光伏新能源资产及业务与宏润建设进行战略合作，并在此基础上拟成为宏润建设的战略合作股东,2022-01-13 16:26:00,600884.SH,002062.SZ,1,合作,10jqka
三峡能源,彩虹集团,由榆林市政府、三峡能源和彩虹集团合作开发的三峡榆林光伏装备制造产业园项目投资协议成功签约,2022-01-28 07:44:13,600905,3023,1,合作,10jqka
三峡能源,彩虹集团,【三峡能源与陕西省榆林市政府、彩虹集团签订投资合作协议】昨日，榆林市2022年重点招商引资项目（第一批）集中签约仪式以视频会议方式举行,2022-01-28 07:44:48,600905,3023,0,合作,eastmoney
博汇纸业,太阳纸业,消息面上，12月1日起，博汇纸业、APP、太阳纸业等头部纸企再度“携手提价”,2021-12-01 09:39:32,600966.SH,002078.SZ,1,同行,eastmoney
中国电影,洲明科技,11月19日，由中国电影技术研究所和洲明科技联合研发的UC-A21电影屏，成功通过DCI认证,2021-11-20 08:14:00,600977.SH,300232.SZ,1,合作,eastmoney
大秦铁路,唐山港,11月18日，中国西煤东运重载大通道大秦铁路运输煤炭130.6万吨，这是大秦铁路11月以来第13次日运量突破130万吨，对口供应的秦皇岛港、唐山港、曹妃甸港存煤由10月底的1600余万吨回升到1900万吨以上,2021-11-20 18:14:44,601006.SH,601000.SH,1,供应,10jqka
连云港,中化国际,据介绍，中化连云港循环经济产业园是中国中化着力优化区域布局、重点建设的一体化化工园区，由旗下中化国际主导建设,2022-02-23 07:54:00,601008.SH,600500.SH,0,投资,eastmoney
宝泰隆,中国石化,【宝泰隆与中石化就氢能项目达成战略合作】12月28日，宝泰隆与中国石化黑龙江省石油分公司在黑龙江省七台河市举行战略合作协议签订仪式,2021-12-29 09:43:41,601011.SH,600028.SH,1,合作,yuncaijing
隆基股份,中环股份,以隆基股份、中环股份为首形成的硅片双寡头格局正一步步受到挑战,2021-11-21 20:38:00,601012.SH,002129.SZ,1,同行,eastmoney
隆基股份,中国石化,【中石化携手隆基共同打造147座分布式光伏加油站】记者从光伏龙头企业隆基股份获悉，为助力中国达成碳达峰、碳中和的宏伟愿景，国有能源巨头中国石化与隆基已达成战略合作，将携手打造147座分布式光伏加油站，加油站将广泛分布在陕西、湖北、安徽及广东等地,2021-12-29 20:32:03,601012.SH,600028.SH,1,合作,eastmoney
中铝国际,中国铝业,港股有色金属板块走软，中铝国际(02068.HK)跌近6%，中国铝业(02600.HK)跌超5%，南方锰业(01091.HK)跌近4%,2022-01-05 10:24:17,601068.SH,601600.SH,1,同跌,10jqka
中铝国际,中国铝业,有色金属板块上涨，中铝国际涨4.4%，中国铝业涨3.5%，招金矿业涨1.48%,2022-02-17 12:15:11,601068.SH,601600.SH,1,同涨,eastmoney
中国神华,中煤能源,港股煤炭概念股走高，兖矿能源涨超5%，中国神华涨近4%，中煤能源涨近3%,2022-01-19 09:33:00,601088.SH,601898.SH,1,同涨,eastmoney
昊华能源,山西焦化,煤炭概念异动下跌，昊华能源跌近4%，山西焦煤、华阳股份、山西焦化跟跌,2021-11-25 09:57:00,601101.SH,600740.SH,1,同跌,10jqka
昊华能源,山西焦化,煤炭概念异动下跌，昊华能源跌近4%，山西焦煤、华阳股份、山西焦化跟跌,2021-11-25 09:57:00,601101.SH,600740.SH,0,同跌,10jqka
天风证券,中远海控,天风证券12月19日发布研报称，维持中远海控(601919.SH，最新价：18.72元)买入评级,2021-12-19 16:16:30,601162.SH,601919.SH,1,增持,yuncaijing
兴业银行,招商银行,记者从人民银行深圳市中心支行了解到，兴业银行深圳分行、招商银行深圳分行率先发放首批12笔碳减排项目贷款，共计10.54亿元，利率水平与同期限档次贷款市场报价利率(LPR)基本持平，预计带动年度碳减排量93.06万吨二氧化碳当量,2021-11-27 06:38:53,601166.SH,600036.SH,1,同行,yuncaijing
中国铁建,中国电建,该项目位于辽宁省庄河市石城岛东侧海域，平均水深30米，场址中心离岸距离约35公里，规划面积55.8平方公里，设计装机容量350兆瓦，由中国铁建港航局与中国电建华东院承建,2021-12-16 16:03:54,601186,601669.SH,1,合作,yuncaijing
中国铁建,中国中车,港股高铁板块走高，中国中铁涨超5%，中国铁建涨近3%，中国交通建设涨超2%，中国中车跟涨,2022-01-07 11:06:00,601186,601766.SH,1,同涨,10jqka
华电重工,中国电建,【华电重工成功签署首个海外海上风电项目】华电重工官微消息，12月28日，华电重工与中国电建集团四川工程有限公司（简称：四川工程）在成都举行“越南金瓯海上风电项目吊装施工合同”签约仪式,2021-12-29 16:40:38,601226.SH,601669.SH,1,合作,yuncaijing
广汽集团,比亚迪,港股汽车股集体走高，理想汽车涨超8%，小鹏汽车涨6%，广汽集团涨近6%，恒大汽车涨超4%，比亚迪股份涨近4%,2022-01-12 09:38:47,601238.SH,002594.SZ,1,同涨,eastmoney
广汽集团,长城汽车,港股汽车股走强，五菱汽车(00305.HK)涨5%，广汽集团(02238.HK)涨2.66%，吉利汽车(00175.HK)涨2.55%，长城汽车(02333.HK)、理想汽车(02015.HK)涨2.2%，东风集团股份(00489.HK)涨2%,2021-12-09 10:47:31,601238.SH,601633.SH,1,同涨,10jqka
广汽集团,长城汽车,港股汽车股走强，五菱汽车(00305.HK)涨5%，广汽集团(02238.HK)涨2.66%，吉利汽车(00175.HK)涨2.55%，长城汽车(02333.HK)、理想汽车(02015.HK)涨2.2%，东风集团股份(00489.HK)涨2%,2021-12-09 10:47:31,601238.SH,601633.SH,0,同涨,yuncaijing
广汽集团,长城汽车,港股汽车股走低，理想汽车(02015.HK)跌超4%，广汽集团(02238.HK)跌3.26%，长城汽车(02333.HK)跌3.24%，小鹏汽车(09868.HK)跌近3%,2021-12-14 09:55:37,601238.SH,601633.SH,1,同跌,10jqka
农业银行,中国人寿,【农业银行(01288.HK)遭国寿集团减持1500万股】据联交所最新权益披露资料显示，2021年11月30日，农业银行(01288.HK)遭中国人寿保险(集团)公司在场内以每股均价2.5766港元减持1500万股，涉资约3864.9万港元,2021-12-03 08:17:30,601288.SH,601628.SH,0,减持,eastmoney
中国平安,中国人寿,地产股、大金融股普涨，中国奥园、富力地产涨超7%，中国平安、中国人寿涨超3%,2022-02-11 16:09:24,601318.SH,601628.SH,1,同涨,eastmoney
中国平安,中国人寿,地产股、大金融股普涨，中国奥园、富力地产涨超7%，中国平安、中国人寿涨超3%,2022-02-11 16:09:24,601318.SH,601628.SH,0,同涨,eastmoney
中国人保,新华保险,数据显示，截至1月24日，外资对A股五大保险股的持股量较去年12月31日均出现较大增幅，其中对中国人保与新华保险的持股量大幅增长36%、21%,2022-01-26 07:50:52,601319.SH,601336.SH,1,同行,yuncaijing
中原证券,国盛金控,上述公司中，中原证券、国盛金控、太平洋净利润预计同比增速均超过100%,2022-02-14 12:49:41,601375.SH,002670.SZ,0,同行,eastmoney
兴业证券,西南证券,其中，兴业证券的金股组合涨幅以11.06%排第一位，西南证券金股组合以10.63%的涨幅紧随其后，开源证券、德邦证券金股组合收益率同样居前,2021-11-30 20:30:58,601377.SH,600369.SH,1,同涨,yuncaijing
中国铝业,江西铜业,有色金属股强势，五矿资源涨近8%，中国铝业涨超7%，江西铜业股份涨5.58%,2022-01-11 12:08:48,601600.SH,600362.SH,1,同涨,10jqka
中国铝业,江西铜业,港股有色金属板块走低，五矿资源跌超4%，俄铝跌近4%，中国铝业跌超3%，江西铜业股份跌近3%,2022-01-25 09:40:00,601600.SH,600362.SH,1,同跌,10jqka
中国铝业,江西铜业,港股矿业板块走低，五矿资源、中国铝业跌超4%，江西铜业股份等跟跌,2022-02-15 09:40:00,601600.SH,600362.SH,1,同跌,yuncaijing
中国铝业,德宏股份,【传言稀土巨头获批，概念股大涨】除了大盘股上涨之外，早盘稀土板块也获资金追捧，港股中国稀土暴涨18%；A股中国铝业、德宏股份强势涨停，截至午间收盘，中国铝业涨停封单达到137万手,2021-12-06 12:34:17,601600.SH,603701.SH,1,同涨,yuncaijing
中国太保,陆家嘴,同时，中国太保旗下太保资产、国联安基金与浦东金融局、陆家嘴服务局共同签署了《加快推进上海全球资管中心建设专项合作协议》,2021-12-24 20:26:18,601601.SH,600663.SH,1,合作,10jqka
明阳智能,金风科技,风机龙头包括明阳智能、金风科技等,2021-11-21 11:21:43,601615.SH,002202.SZ,1,同行,10jqka
中国人寿,万达信息,中国人寿保险资金对万达信息的投资依法合规，完全适格,2022-01-10 13:28:00,601628.SH,300168.SZ,0,同行,eastmoney
中国人寿,中国人保,其中，中国人寿保费收入居于榜首，达2072亿元；中国人保保费收入增长最快，同比增速达17.89%,2022-02-19 07:39:52,601628.SH,601319.SH,1,同行,10jqka
中国人寿,新华保险,从上市寿险来看，中国人寿、新华保险及人保寿险均实现正增长，三者寿险保费收入同比分别增长1.23%、1.67%、2.19%,2021-12-16 06:43:07,601628.SH,601336.SH,0,同涨,yuncaijing
长城汽车,比亚迪,港股汽车板块持续走高，长城汽车涨近9%，东风集团股份涨近6%，五菱汽车涨超5%，比亚迪股份涨近5%，吉利汽车涨超3%,2021-11-22 13:32:00,601633.SH,002594.SZ,1,同涨,10jqka
长城汽车,比亚迪,锂电池股表现最弱，体育用品股、汽车股、燃气股、石油股、钢铁股皆走低，长城汽车、比亚迪股份跌超3%,2021-11-25 12:04:00,601633.SH,002594.SZ,1,同跌,eastmoney
